probe_id,205121980077_R01C01.AVG_Beta,205121980077_R02C01.AVG_Beta,205121980077_R03C01.AVG_Beta,205121980077_R04C01.AVG_Beta,205121980077_R05C01.AVG_Beta,205121980077_R06C01.AVG_Beta,205121980077_R07C01.AVG_Beta,205121980077_R08C01.AVG_Beta,IlmnID,CHR,MAPINFO,UCSC_RefGene_Name,Relation_to_UCSC_CpG_Island,chrom_hg19,pos_hg19,chrom_hg38,pos_hg38,liftover_mapped,beta_mean,beta_std
cg14481604,0.6731197,0.5803639,0.3674793,0.5972973,0.5197065,0.6610125,0.6882818,0.7003381,cg14481604,15,25334117,SNORD116-22,,chr15,25334117,chr15,25088970,True,0.5984498874999999,0.11200574379297873
cg14494623,0.01621804,0.02266555,0.01209677,0.0139717,0.03402785,0.1236549,0.01156021,0.01290378,cg14494623,15,28340459,OCA2,Island,chr15,28340459,chr15,28095313,True,0.030887349999999994,0.038237304086364964
cg14494854,0.7776317,0.7623947,0.5315211,0.6971022,0.8336813,0.8198975,0.7984093,0.7860065,cg14494854,15,25444498,SNORD115-16,,chr15,25444498,chr15,25199351,True,0.7508305375,0.09781248600357637
cg14508508,0.05498188,0.04580086,0.0402238,0.04560556,0.06152458,0.05812484,0.04012461,0.03801889,cg14508508,15,27113322,GABRA5;GABRA5,Island,chr15,27113322,chr15,26868175,True,0.0480506275,0.008998698024585477
cg14509196,0.3955118,0.3686045,0.2186411,0.3634975,0.2956765,0.3320684,0.3731796,0.3510195,cg14509196,15,25494565,SNORD115-44,,chr15,25494565,chr15,25249418,True,0.3372748625,0.056531002425999774
cg14521552,0.5751729,0.5521725,0.4112781,0.5285714,0.3435535,0.2140763,0.3753266,0.6534384,cg14521552,15,25312131,SNORD116-7;SNORD116-5,,chr15,25312131,chr15,25066984,True,0.45669871249999994,0.1450987308899056
cg14546500,0.6273049,0.6102709,0.5493322,0.5299758,0.701197,0.7324983,0.67656,0.5503445,cg14546500,15,28248727,OCA2,Island,chr15,28248727,chr15,28003581,True,0.62218545,0.07607124907594384
cg14549093,0.8423831,0.8769829,0.8047639,0.8274922,0.8517922,0.5039711,0.8526155,0.8184008,cg14549093,15,28356567,HERC2,N_Shore,chr15,28356567,chr15,28111421,True,0.7973002125,0.12063251216498617
cg14552404,0.4640326,0.3851883,0.4248208,0.4362318,0.1323853,0.1975102,0.2296193,0.4605733,cg14552404,15,25321097,SNORD116-11;SNORD116-12,,chr15,25321097,chr15,25075950,True,0.3412952,0.13309330872131991
cg14592638,0.1798826,0.2411171,0.140465,0.1776198,0.1196705,0.08274684,0.1290852,0.180528,cg14592638,15,31749573,,S_Shelf,chr15,31749573,chr15,31457370,True,0.15638938,0.04860147793345149
cg14599961,0.808751,0.7348174,0.8958628,0.8221502,0.8873791,0.8867306,0.7991684,0.9013832,cg14599961,15,25685368,UBE3A,S_Shore,chr15,25685368,chr15,25440221,True,0.8420303375,0.060130588672487
cg14602341,0.005528255,0.01878318,0.01850209,0.01576824,0.01667861,0.01242926,0.0136775,0.0158548,cg14602341,15,30396500,FAM7A3,Island,chr15,30396500,chr15,30104297,True,0.014652741875,0.004273216430776318
cg14722975,0.6418157,0.6116246,0.5791278,0.5969356,0.6343533,0.6215381,0.6463084,0.6513302,cg14722975,15,32678217,,,chr15,32678217,chr15,32386016,True,0.6228792125,0.025535277474753995
cg14780883,0.6155214,0.5939401,0.4361871,0.5799595,0.6566584,0.6031778,0.5960206,0.5633405,cg14780883,15,25466402,SNORD115-15;SNORD115-21;HBII-52-28,,chr15,25466402,chr15,25221255,True,0.5806006749999999,0.06445738445670353
cg14794445,0.5428667,0.4988936,0.4414821,0.3709741,0.5896153,0.7137384,0.1696866,0.4018521,cg14794445,15,29396429,APBA2;APBA2,S_Shore,chr15,29396429,chr15,29104226,True,0.4661386125,0.1626534507105252
cg14798020,0.6983544,0.6067823,0.5335106,0.6072136,0.5135135,0.6355646,0.6122748,0.660767,cg14798020,15,25320167,SNORD116-11,,chr15,25320167,chr15,25075020,True,0.6084976,0.06118221583730734
cg14829155,0.8352542,0.8546336,0.9438363,0.738452,0.8347937,0.4646775,0.9182053,0.9373204,cg14829155,15,31115871,,,chr15,31115871,chr15,30823668,True,0.8158966249999999,0.15728239872796365
cg14849422,0.4841643,0.4992076,0.3823864,0.4524173,0.4657821,0.485001,0.4904132,0.4127214,cg14849422,15,27035220,,,chr15,27035220,chr15,26790073,True,0.45901166250000003,0.04142706927670558
cg14851390,0.8596932,0.7809754,0.634867,0.6629214,0.5635246,0.7253087,0.7874973,0.8966137,cg14851390,15,25215375,SNRPN;SNRPN;SNURF;SNRPN;SNRPN;SNRPN,,chr15,25215375,chr15,24970228,True,0.7389251625,0.11410115013128778
cg14853933,0.6181582,0.4935495,0.2834071,0.5649958,0.4679338,0.5596055,0.4804128,0.7774743,cg14853933,15,25228929,PAR-SN;PAR5;SNORD64,,chr15,25228929,chr15,24983782,True,0.5306921250000001,0.14119922986760586
cg14859324,,,,,,,,,cg14859324,15,26874363,GABRB3;GABRB3,Island,chr15,26874363,chr15,26629216,True,,
cg14898768,0.5335063,0.5523849,0.5055104,0.5372571,0.3389441,0.4198736,0.3120791,0.7272468,cg14898768,15,25299211,SNORD116-2,,chr15,25299211,chr15,25054064,True,0.4908502875,0.13305755127249513
cg14908024,0.04912469,0.05314515,0.05679513,0.05732484,0.06964117,0.04110179,0.04977146,0.04394742,cg14908024,15,25684605,UBE3A,S_Shore,chr15,25684605,chr15,25439458,True,0.05260645625,0.008926493078445818
cg15020726,0.05162866,0.06126915,0.05844774,0.05637773,0.04322414,0.05365466,0.06030594,0.04517528,cg15020726,15,31196382,MTMR15;MTMR15;MTMR15;MTMR15,Island,chr15,31196382,chr15,30904179,True,0.0537604125,0.006732857063201858
cg15032755,0.4952167,0.5414124,0.3567291,0.5206988,0.4528052,0.4020941,0.5076519,0.5964156,cg15032755,15,25318237,SNORD116-10;SNORD116-9;SNORD116-3,,chr15,25318237,chr15,25073090,True,0.48412797500000004,0.07731653160770341
cg15034009,0.5608925,0.5383806,0.3547315,0.3727661,0.5672634,0.670178,0.6144618,0.5546049,cg15034009,15,26425086,,,chr15,26425086,chr15,26179939,True,0.52915985,0.11034886886901664
cg15035033,0.1061288,0.193569,0.09399365,0.102785,0.14929,0.2714752,0.2606163,0.1329217,cg15035033,15,27111687,GABRA5;GABRA5,N_Shore,chr15,27111687,chr15,26866540,True,0.16384745625000002,0.0706492882692056
cg15187040,0.5105022,0.4920222,0.4627732,0.4636786,0.4643227,0.7073348,0.6073982,0.3980564,cg15187040,15,29239281,APBA2;APBA2,,chr15,29239281,chr15,28947078,True,0.5132610375,0.09831410251971467
cg15194100,0.3132553,0.3386798,0.3001904,0.2581967,0.4100706,0.1013606,0.4923973,0.1426978,cg15194100,15,28014040,OCA2,N_Shore,chr15,28014040,chr15,27768894,True,0.2946060625,0.12901853518224135
cg15269045,0.7206416,0.653946,0.3930012,0.4460779,0.7618493,0.7524351,0.7699617,0.4889529,cg15269045,15,28271848,OCA2,,chr15,28271848,chr15,28026702,True,0.6233582125,0.1559717590804954
cg15275965,0.05097865,0.05469539,0.06399508,0.08709543,0.05077081,0.05569479,0.06680899,0.05434099,cg15275965,15,26030547,ATP10A,,chr15,26030547,chr15,25785400,True,0.060547516249999996,0.012185166403777219
cg15278646,0.016087,0.01360412,0.01011621,0.008568246,0.02202061,0.01605568,0.0112858,0.007216495,cg15278646,15,28341980,OCA2,Island,chr15,28341980,chr15,28096834,True,0.013119270125,0.004852590061176474
cg15288010,0.7098733,0.6762414,0.377821,0.5830393,0.6293016,0.8561449,0.7669047,0.6309095,cg15288010,15,29076546,,N_Shore,chr15,29076546,chr15,28831400,True,0.6537794625,0.1412594327818443
cg15298173,0.4064947,0.4284797,0.4549558,0.4005343,0.3225466,0.4354999,0.3918329,0.1731128,cg15298173,15,29903900,,,chr15,29903900,chr15,29611696,True,0.3766820875,0.0912826651054442
cg15399174,0.878822,0.8959606,0.9080356,0.8588179,0.8859714,0.8871391,,0.8685687,cg15399174,15,28349794,,N_Shore,chr15,28349794,chr15,28104648,True,0.8833307571428571,0.01648456878708663
cg15399926,0.4604218,0.383666,0.2709982,0.2128536,0.3955793,0.1871995,0.5393721,0.2156701,cg15399926,15,28149428,OCA2,S_Shore,chr15,28149428,chr15,27904282,True,0.333220075,0.1301713461582491
cg15447787,0.03526619,0.04012228,0.03410594,0.04407171,0.05091929,0.05071764,0.04898381,0.05653878,cg15447787,15,29967531,,Island,chr15,29967531,chr15,29675327,True,0.045090705,0.008060124451575527
cg15451258,0.2665854,0.2896537,0.4505457,0.39413,0.1702799,0.0724365,0.4474279,0.3766046,cg15451258,15,30117681,,S_Shelf,chr15,30117681,chr15,29825478,True,0.3084579625,0.13543129538307225
cg15464645,0.7982755,0.7966049,0.811218,0.7976897,0.7390608,0.7103666,0.7786421,0.742249,cg15464645,15,28380110,HERC2,S_Shelf,chr15,28380110,chr15,28134964,True,0.771763325,0.036461865557465854
cg15477139,0.5502528,0.4702713,0.5223845,0.4923422,0.2569604,0.2068382,0.3800451,0.6674401,cg15477139,15,25223633,SNRPN;SNURF;SNRPN;SNRPN;SNRPN;SNRPN,,chr15,25223633,chr15,24978486,True,0.443316825,0.15385635318021018
cg15479427,0.3448411,0.2987831,0.2140047,0.3187161,0.2423463,0.3249871,0.3413479,0.3687651,cg15479427,15,25438173,SNORD115-13,,chr15,25438173,chr15,25193026,True,0.306723925,0.05316093071231246
cg15482931,0.3268164,0.2069557,0.4517487,0.1443332,0.1431342,0.1460286,0.4054742,0.1282599,cg15482931,15,27019448,GABRB3;GABRB3,S_Shore,chr15,27019448,chr15,26774301,True,0.24409386249999998,0.1312390142369904
cg15523238,0.04741298,0.05795768,0.06592403,0.04765929,0.07018813,0.06296992,0.0520982,0.06988536,cg15523238,15,26108796,ATP10A,Island,chr15,26108796,chr15,25863649,True,0.05926194875,0.009399170512791368
cg15531450,0.5882646,0.5138094,0.3793148,0.4677797,0.5092801,0.2531376,0.4274135,0.3222491,cg15531450,15,26047499,ATP10A,,chr15,26047499,chr15,25802352,True,0.4326561,0.11032040651652544
cg15546607,0.01657378,0.01861773,0.01695284,0.01557343,0.01354402,0.01836173,0.01229279,0.01689294,cg15546607,15,32323027,CHRNA7,Island,chr15,32323027,chr15,32030824,True,0.016101157499999998,0.0022148876570784737
cg15552853,0.7587553,0.7096845,0.6933261,0.7742411,0.801221,0.836781,0.7797776,0.315157,cg15552853,15,26325445,,N_Shelf,chr15,26325445,chr15,26080298,True,0.70861795,0.16558616104351404
cg15590133,0.383791,0.383328,0.2122044,0.3944415,0.06916807,0.08408409,0.09351267,0.2891552,cg15590133,15,25338219,SNORD116-24,,chr15,25338219,chr15,25093072,True,0.23871061624999998,0.1430276348518474
cg15605858,0.04377155,0.0573137,0.04900498,0.04850569,0.0586446,0.051291,0.04633681,0.04622845,cg15605858,15,29395932,APBA2;APBA2,Island,chr15,29395932,chr15,29103729,True,0.0501370975,0.005337144755813463
cg15647995,0.4514489,0.4135748,0.3562378,0.2897288,0.4313562,0.2508594,0.3712353,0.3892083,cg15647995,15,30482157,,N_Shore,chr15,30482157,chr15,30189954,True,0.3692061875,0.06916859289346032
cg15665646,0.07014552,0.05203286,0.06325331,0.07030468,0.07357116,0.08478141,0.084135,0.06962995,cg15665646,15,27112119,GABRA5;GABRA5;GABRA5,Island,chr15,27112119,chr15,26866972,True,0.07098173625000001,0.010636311998648697
cg15725939,0.7695618,0.7661977,0.7659457,0.7003876,0.7469712,0.6661255,0.6982789,0.8184387,cg15725939,15,31122751,,,chr15,31122751,chr15,30830548,True,0.7414883875,0.04954671378834427
cg15744134,0.5769128,0.5840108,0.6512135,0.5493491,0.5915058,0.4715427,0.5992298,0.3771515,cg15744134,15,32933835,SCG5;SCG5,,chr15,32933835,chr15,32641634,True,0.5501145,0.08644071561213007
cg15744963,0.8969787,0.8951604,0.90937,0.8944029,0.8987374,0.8604394,0.904916,0.8946771,cg15744963,15,28520567,HERC2,,chr15,28520567,chr15,28275421,True,0.8943352375,0.01470711046854914
cg15751117,0.2360585,0.2805146,0.434401,0.3779983,0.2582295,0.2509229,0.2877257,0.3244199,cg15751117,15,30700112,,,chr15,30700112,chr15,30407909,True,0.3062838,0.06886840149458967
cg15787039,0.2991311,0.2982315,0.3399462,0.2409203,0.3190774,0.2678954,0.3289381,0.2448338,cg15787039,15,32934185,SCG5;SCG5,,chr15,32934185,chr15,32641984,True,0.29237172499999997,0.03760669312798112
cg15837109,0.106127,0.1536969,0.08289259,0.8457482,0.2578543,0.08300897,0.08417009,0.09820502,cg15837109,15,32964208,SCG5;SCG5,,chr15,32964208,chr15,32672007,True,0.21396288375,0.26211069380010027
cg15843691,0.7991874,0.7854061,0.7510802,0.7017245,0.8279796,0.4034712,0.832571,0.8191845,cg15843691,15,28014454,OCA2,N_Shore,chr15,28014454,chr15,27769308,True,0.7400755625,0.14292066711370172
cg15880020,0.7678019,0.7563814,0.7514754,0.8283582,0.9305136,0.7239488,0.7123552,0.6822158,cg15880020,15,28979880,,N_Shelf,chr15,28979880,chr15,28734734,True,0.7691312875,0.07823720203311098
cg15880348,0.3468937,0.4458317,0.2698397,0.385538,0.3719759,0.5049104,0.553773,0.4563804,cg15880348,15,25418074,,,chr15,25418074,chr15,25172927,True,0.41689285,0.09134327495600629
cg15885043,0.4094902,0.4400563,0.4563637,0.440163,0.4111879,0.602356,0.4333721,0.2280731,cg15885043,15,29383103,APBA2;APBA2,,chr15,29383103,chr15,29090900,True,0.4276327875,0.10150412559996111
cg15885628,0.02199294,0.02423916,0.03038277,0.03476859,0.03762794,0.03745318,0.03096985,0.3602058,cg15885628,15,28344718,OCA2,S_Shore,chr15,28344718,chr15,28099572,True,0.07220502875000001,0.11650911488556352
cg15895329,0.735638,0.6594322,0.5001476,0.6415818,0.6339417,0.6351733,0.752362,0.8052676,cg15895329,15,25333948,SNORD116-21;SNORD116-22,,chr15,25333948,chr15,25088801,True,0.670443025,0.0938614555259696
cg15916554,0.174178,0.2476971,0.2667123,0.2635074,0.2262019,0.5066831,0.1605698,0.2457733,cg15916554,15,31508820,,S_Shore,chr15,31508820,chr15,31216617,True,0.26141536249999997,0.10666485222720395
cg15940569,0.0776011,0.1393662,0.2833819,0.143266,0.3163411,0.08103873,0.1243129,0.1326087,cg15940569,15,27019356,GABRB3;GABRB3,S_Shore,chr15,27019356,chr15,26774209,True,0.16223957875,0.08894589113995356
cg16026362,0.7546747,0.701685,0.5321215,0.6612321,0.6790375,0.6596859,0.7334578,0.8297619,cg16026362,15,25299260,SNORD116-2,,chr15,25299260,chr15,25054113,True,0.6939570500000001,0.08652695125767794
cg16050237,0.7446133,0.6483867,0.5113357,0.6415147,0.7476826,0.7481028,0.780391,0.7023509,cg16050237,15,25491792,SNORD115-10;SNORD115-42,,chr15,25491792,chr15,25246645,True,0.6905472125,0.08783908621907022
cg16067029,0.6409873,0.563216,0.5262841,0.6092932,0.5927303,0.6079039,0.6297002,0.7202498,cg16067029,15,25300687,SNORD116-9;SNORD116-3,,chr15,25300687,chr15,25055540,True,0.6112956,0.05730885086820609
cg16067536,0.2548527,0.269276,0.1681327,0.172354,0.2680586,0.4138963,0.2816307,0.1292949,cg16067536,15,31092120,,,chr15,31092120,chr15,30799917,True,0.2446869875,0.08916980328093839
cg16078685,0.03121938,0.03350166,0.03379697,0.03695526,0.03740092,0.04439173,0.03853007,0.04231283,cg16078685,15,30918339,ARHGAP11B,Island,chr15,30918339,chr15,30626136,True,0.0372636025,0.004483703013892964
cg16148410,0.7406676,0.7252806,0.6332175,0.7127098,0.7378753,0.7293518,0.7782513,0.7311608,cg16148410,15,31611603,,,chr15,31611603,chr15,31319400,True,0.7235643375,0.04116605337889591
cg16150571,0.5362934,0.5314278,0.5117345,0.4661985,0.4881612,0.6352967,0.3226269,0.665801,cg16150571,15,25334988,SNORD116-22,,chr15,25334988,chr15,25089841,True,0.5196925,0.10547805686481498
cg16177701,0.8357792,0.8240219,0.7311277,0.829284,0.8540089,0.8350639,0.8509308,0.8368301,cg16177701,15,30197109,,,chr15,30197109,chr15,29904906,True,0.8246308124999999,0.039099826118226336
cg16177714,0.68551,0.6190476,0.5560699,0.6255774,0.5139937,0.5123758,0.6282811,0.747988,cg16177714,15,25317891,SNORD116-10;SNORD116-9;SNORD116-3,,chr15,25317891,chr15,25072744,True,0.6111054375,0.08198217152226167
cg16182881,0.5969408,0.5721588,0.2828283,0.5126644,0.6191125,0.6293725,0.6757571,0.5170397,cg16182881,15,25462715,SNORD115-15;SNORD115-21;SNORD115-26,,chr15,25462715,chr15,25217568,True,0.5507342625,0.12156277818945987
cg16217553,0.4986645,0.5218465,0.4765863,0.5380766,0.1893411,0.1104585,0.3599703,0.5938768,cg16217553,15,25360436,IPW,,chr15,25360436,chr15,25115289,True,0.411102575,0.17563263909019017
cg16225804,0.5066523,0.5558748,0.5557153,0.2997451,0.529661,0.8376883,0.4787981,0.6489956,cg16225804,15,29210759,,,chr15,29210759,chr15,28918556,True,0.5516413125,0.15240933464358822
cg16225947,0.803502,0.8159843,0.8460613,0.7301814,0.8654128,0.8735728,0.8459908,0.85579,cg16225947,15,30011038,TJP1;TJP1,,chr15,30011038,chr15,29718834,True,0.829561925,0.046586711662715594
cg16238351,0.4492592,0.386116,0.1078156,0.3363466,0.3895407,0.4221053,0.4322226,0.3147257,cg16238351,15,27005165,GABRB3;GABRB3,,chr15,27005165,chr15,26760018,True,0.35476646250000005,0.1099234625242743
cg16263224,0.05152337,0.0521444,0.0624269,0.06050866,0.06231686,0.06508758,0.06253909,0.04914492,cg16263224,15,26327895,,Island,chr15,26327895,chr15,26082748,True,0.0582114725,0.006206594321790219
cg16264249,0.7658977,0.6667774,0.8052902,0.6372156,0.6597754,0.3033248,0.5489546,0.8142077,cg16264249,15,29424512,FAM189A1,,chr15,29424512,chr15,29132309,True,0.6501804250000001,0.16709517349217265
cg16270051,0.5502421,0.477429,0.3881719,0.5157883,0.2384126,0.3920923,0.4118147,0.5411487,cg16270051,15,25380815,PAR1,,chr15,25380815,chr15,25135668,True,0.43938745,0.10415604055298129
cg16276982,0.465806,0.4473611,0.2255295,0.3234523,0.4111974,0.4813647,0.6899039,0.6980137,cg16276982,15,29968032,,S_Shore,chr15,29968032,chr15,29675828,True,0.46782857499999997,0.16286248242799153
cg16384136,0.3326051,0.2916019,0.07066277,0.08625991,0.1671371,0.7976334,0.1299174,0.0919916,cg16384136,15,27215898,GABRG3,N_Shore,chr15,27215898,chr15,26970751,True,0.24597614750000002,0.24306158388966162
cg16386362,0.7924975,0.7229306,0.6334213,0.6615368,0.7814765,0.8603265,0.7609778,0.8185728,cg16386362,15,25443520,SNORD115-16,,chr15,25443520,chr15,25198373,True,0.753967475,0.07728855187331156
cg16389285,0.02204409,0.02259666,0.03249058,0.02105474,0.01660329,0.0210031,0.02050548,0.0213581,cg16389285,15,26108399,ATP10A,Island,chr15,26108399,chr15,25863252,True,0.022207005,0.004531238206715687
cg16395892,0.8530131,0.8718504,0.8868864,0.8924851,0.9168361,0.8649696,0.8724577,0.8746711,cg16395892,15,25951068,ATP10A,,chr15,25951068,chr15,25705921,True,0.8791461875,0.01949458409891891
cg16397021,0.6429331,0.8481627,0.9305236,0.8423471,0.901377,0.9452185,0.6696998,0.9292517,cg16397021,15,25953388,ATP10A,,chr15,25953388,chr15,25708241,True,0.8386891875,0.11886028466298977
cg16408670,0.5420561,0.5459719,0.522981,0.5996372,0.3037815,0.1587892,0.3546869,0.641616,cg16408670,15,25306416,SNORD116-5;SNORD116-7,,chr15,25306416,chr15,25061269,True,0.458689975,0.1676659868668125
cg16417588,0.5341546,0.6049904,0.6086581,0.6105299,0.5983737,0.577763,0.6072868,0.5399585,cg16417588,15,31093811,,,chr15,31093811,chr15,30801608,True,0.5852143750000001,0.03151564878186933
cg16417876,0.5787975,0.4262652,0.5165576,0.6652239,0.4835754,0.4348759,0.422533,0.1901942,cg16417876,15,26109261,ATP10A,S_Shore,chr15,26109261,chr15,25864114,True,0.46475283749999996,0.13926939155077356
cg16451872,0.1416332,0.05676328,0.1094974,0.08121911,0.08250108,0.08801642,0.06653965,0.07147997,cg16451872,15,25684818,UBE3A,S_Shore,chr15,25684818,chr15,25439671,True,0.08720626375,0.027042368241547467
cg16468082,0.7880127,0.7747717,0.5099209,0.7605518,0.7770898,0.8053287,0.7828346,0.8685217,cg16468082,15,26149711,,,chr15,26149711,chr15,25904564,True,0.7583789875,0.10567259707350052
cg16512924,0.7641538,0.7950925,0.7676726,0.759689,0.7664381,0.695419,0.8319533,0.7895931,cg16512924,15,28394682,HERC2,,chr15,28394682,chr15,28149536,True,0.771251425,0.03884057202630665
cg16524286,0.5905512,0.5007523,0.198105,0.4147929,0.5147929,0.588487,0.6976112,0.4833082,cg16524286,15,26917850,GABRB3;GABRB3,S_Shelf,chr15,26917850,chr15,26672703,True,0.4985500875,0.14830551975767972
cg16525260,0.4730997,0.4650975,0.3104899,0.4218343,0.4319992,0.4459254,0.4611322,0.3385537,cg16525260,15,25451941,SNORD115-15;SNORD115-21,,chr15,25451941,chr15,25206794,True,0.41851648750000003,0.06091334319749275
cg16562054,0.6444296,0.6080528,0.5623268,0.6342021,0.4083741,0.5725806,0.4273743,0.6042885,cg16562054,15,25276040,,,chr15,25276040,chr15,25030893,True,0.5577036,0.090716465305667
cg16567586,0.03687835,0.05247312,0.0487469,0.04614519,0.07671165,0.06052433,0.05712242,0.06391522,cg16567586,15,32162783,,,chr15,32162783,chr15,31870580,True,0.055314647499999994,0.01217371875678534
cg16581476,0.7711533,0.6926862,0.5614963,0.6115984,0.7193418,0.8047415,0.8011626,0.77547,cg16581476,15,25425818,,,chr15,25425818,chr15,25180671,True,0.7172062625,0.09025395709732364
cg16591272,0.7936175,0.7736167,0.5718884,0.7164009,0.7989886,0.7869527,0.8345218,0.7319484,cg16591272,15,32319838,,N_Shelf,chr15,32319838,chr15,32027635,True,0.750991875,0.08153893528986628
cg16599974,0.3145041,0.3082574,0.2065403,0.3135396,0.3458306,0.5114602,0.4968615,0.1402279,cg16599974,15,31179100,,S_Shelf,chr15,31179100,chr15,30886897,True,0.3296527,0.12720049591466673
cg16601489,0.6543123,0.6296122,0.5439343,0.5258914,0.5626292,0.5638843,0.5890732,0.6832801,cg16601489,15,25304474,SNORD116-4,,chr15,25304474,chr15,25059327,True,0.594077125,0.05598137769171227
cg16605633,0.596952,0.6961568,0.6447492,0.6810811,0.6919192,0.3296623,0.5419847,0.6390042,cg16605633,15,26049779,ATP10A,,chr15,26049779,chr15,25804632,True,0.6026886875,0.12200289098797662
cg16646645,0.7306698,0.7197213,0.7394179,0.6941528,0.7065313,0.4410892,0.1684406,0.7204539,cg16646645,15,31395221,TRPM1,,chr15,31395221,chr15,31103018,True,0.6150595999999999,0.20537414375670565
cg16648494,0.9754973,0.9741914,0.9436009,0.9078393,0.9751871,0.9712122,0.9763729,0.9714334,cg16648494,15,32606571,,Island,chr15,32606571,chr15,32314370,True,0.9619168124999999,0.02436916614579272
cg16651441,0.7847211,0.808443,0.8635141,0.7434591,0.847057,0.8551402,0.9010007,0.8958573,cg16651441,15,25980367,ATP10A,N_Shore,chr15,25980367,chr15,25735220,True,0.8373990625000001,0.054760113961608875
cg16654595,0.3347639,0.2812616,0.1244987,0.1298764,0.2205392,0.6628912,0.1964166,0.1064608,cg16654595,15,28339873,OCA2,Island,chr15,28339873,chr15,28094727,True,0.25708854999999997,0.18235062226925045
cg16662829,0.4821835,0.5799018,0.507969,0.4062122,0.4487339,0.5603148,0.5880946,0.2982367,cg16662829,15,31093049,,,chr15,31093049,chr15,30800846,True,0.4839558125000001,0.09873285020653948
cg16671889,0.7566141,0.7380185,0.7182873,0.6684523,0.7370966,0.7108762,0.7298629,0.7837789,cg16671889,15,31745519,,Island,chr15,31745519,chr15,31453316,True,0.73037335,0.03381687785597177
cg16712730,0.4587196,0.5073894,0.4481178,0.4019186,0.4755382,0.6028382,0.5879669,0.3958952,cg16712730,15,29399274,APBA2;APBA2,S_Shelf,chr15,29399274,chr15,29107071,True,0.48479798749999997,0.07743351877029624
cg16720005,0.633135,0.6432236,0.5262517,0.2602534,0.6886261,0.6899673,0.7564021,0.3985737,cg16720005,15,27214606,,N_Shore,chr15,27214606,chr15,26969459,True,0.5745541125,0.16887683514820107
cg16720226,0.03373383,0.04298713,0.03123491,0.04197002,0.04313895,0.04521852,0.04866355,0.04349538,cg16720226,15,26328092,,S_Shore,chr15,26328092,chr15,26082945,True,0.04130528625,0.0058508384514967164
cg16727862,0.01885176,0.01832165,0.01803435,0.02011896,0.02066983,0.0218712,0.01893127,0.009174312,cg16727862,15,26095697,ATP10A,,chr15,26095697,chr15,25850550,True,0.0182466665,0.003886011258008213
cg16731428,0.4287513,0.4275638,0.3761714,0.4357637,0.4726503,0.4940781,0.4744318,0.4462447,cg16731428,15,25434632,SNORD115-29;SNORD115-43;SNORD115-11;SNORD115-36,,chr15,25434632,chr15,25189485,True,0.4444568875,0.03670217215702782
cg16745446,0.08991694,0.1278457,0.1138714,0.374433,0.08166776,0.1486119,0.09729859,0.1185919,cg16745446,15,29863648,FAM189A1,Island,chr15,29863648,chr15,29571444,True,0.14402964875,0.09556314500942917
cg16792560,0.922812,0.9038301,0.91401,0.8863496,0.9098197,0.8943521,0.875,0.8918919,cg16792560,15,31625860,KLF13,S_Shelf,chr15,31625860,chr15,31333657,True,0.899758175,0.015749237004806658
cg16803846,0.3331586,0.3991505,0.4135057,0.08917698,0.2210793,0.2802276,0.4189351,0.1695285,cg16803846,15,27111572,GABRA5;GABRA5,N_Shore,chr15,27111572,chr15,26866425,True,0.290595285,0.12267285751675389
cg16864359,0.4756389,0.4107951,0.2780623,0.3820938,0.3819652,0.2244362,0.5247324,0.3437711,cg16864359,15,25479368,SNORD115-35,,chr15,25479368,chr15,25234221,True,0.377686875,0.09776938636058323
cg16895086,0.9397638,0.9544742,0.953391,0.9549219,0.9546853,0.9580287,0.9566436,0.9498069,cg16895086,15,28362399,HERC2,Island,chr15,28362399,chr15,28117253,True,0.9527144249999999,0.005759020010817797
cg16900671,0.4863632,0.4936139,0.314102,0.4661037,0.542765,0.3695248,0.5431963,0.4626575,cg16900671,15,31452014,,,chr15,31452014,chr15,31159811,True,0.4597908,0.08027856652930469
cg16901323,0.8704439,0.8573736,0.864296,0.8756846,0.8762765,0.8317178,0.8781623,0.8711413,cg16901323,15,25844934,,S_Shelf,chr15,25844934,chr15,25599787,True,0.865637,0.015329868890502639
cg16929726,0.5093122,0.5073027,0.3808651,0.5272616,0.5600728,0.582094,0.5771735,0.512167,cg16929726,15,25457014,SNORD115-15;SNORD115-21;PAR4;SNORD115-23,,chr15,25457014,chr15,25211867,True,0.5195311125,0.06378154906944791
cg16965794,0.7513726,0.8339542,0.8802672,0.8598055,0.7631524,0.9088025,0.8825457,0.8576938,cg16965794,15,31372742,TRPM1,,chr15,31372742,chr15,31080539,True,0.8421992374999999,0.056856868624868336
cg16967626,0.3780239,0.5200908,0.3542179,0.2792993,0.4046961,0.5732328,0.4701667,0.4736517,cg16967626,15,27111597,GABRA5;GABRA5,N_Shore,chr15,27111597,chr15,26866450,True,0.4316724,0.09556140625310737
cg16967830,0.7918521,0.7294376,0.7292719,0.5886869,0.7245683,0.8028544,0.7379153,0.6756211,cg16967830,15,27114748,GABRA5;GABRA5,S_Shore,chr15,27114748,chr15,26869601,True,0.72252595,0.06730104355561126
cg16973568,0.909492,0.8949455,0.7860898,0.7660128,0.947104,0.9396985,0.9382142,0.881713,cg16973568,15,28259937,OCA2,,chr15,28259937,chr15,28014791,True,0.8829087250000001,0.06999627865824112
